timepoint	cohort	sample	peptide	count
t2	resilient	R.10	lcl|c238683_g3_i11|m.24823	0
t2	resilient	R.13	lcl|c238683_g3_i11|m.24823	0
t2	resilient	R.21	lcl|c238683_g3_i11|m.24823	0
t2	resilient	R.26	lcl|c238683_g3_i11|m.24823	0
t2	resilient	R.66	lcl|c238683_g3_i11|m.24823	0
t2	resilient	R.74	lcl|c238683_g3_i11|m.24823	1
t2	susceptible	S.5	lcl|c238683_g3_i11|m.24823	0
t2	susceptible	S.55	lcl|c238683_g3_i11|m.24823	0
t2	susceptible	S.73	lcl|c238683_g3_i11|m.24823	0
t2	resilient	R.10	lcl|c224534_g1_i4|m.9895	0
t2	resilient	R.13	lcl|c224534_g1_i4|m.9895	0
t2	resilient	R.21	lcl|c224534_g1_i4|m.9895	0
t2	resilient	R.26	lcl|c224534_g1_i4|m.9895	0
t2	resilient	R.66	lcl|c224534_g1_i4|m.9895	1
t2	resilient	R.74	lcl|c224534_g1_i4|m.9895	0
t2	susceptible	S.5	lcl|c224534_g1_i4|m.9895	0
t2	susceptible	S.55	lcl|c224534_g1_i4|m.9895	0
t2	susceptible	S.73	lcl|c224534_g1_i4|m.9895	0
t2	resilient	R.10	lcl|c217698_g2_i1|m.5325	0
t2	resilient	R.13	lcl|c217698_g2_i1|m.5325	0
t2	resilient	R.21	lcl|c217698_g2_i1|m.5325	0
t2	resilient	R.26	lcl|c217698_g2_i1|m.5325	0
t2	resilient	R.66	lcl|c217698_g2_i1|m.5325	1
t2	resilient	R.74	lcl|c217698_g2_i1|m.5325	1
t2	susceptible	S.5	lcl|c217698_g2_i1|m.5325	0
t2	susceptible	S.55	lcl|c217698_g2_i1|m.5325	0
t2	susceptible	S.73	lcl|c217698_g2_i1|m.5325	0
t2	resilient	R.10	lcl|c226238_g1_i4|m.11314	0
t2	resilient	R.13	lcl|c226238_g1_i4|m.11314	0
t2	resilient	R.21	lcl|c226238_g1_i4|m.11314	0
t2	resilient	R.26	lcl|c226238_g1_i4|m.11314	0
t2	resilient	R.66	lcl|c226238_g1_i4|m.11314	0
t2	resilient	R.74	lcl|c226238_g1_i4|m.11314	0
t2	susceptible	S.5	lcl|c226238_g1_i4|m.11314	0
t2	susceptible	S.55	lcl|c226238_g1_i4|m.11314	1
t2	susceptible	S.73	lcl|c226238_g1_i4|m.11314	0
t2	resilient	R.10	lcl|c240403_g1_i1|m.27200	0
t2	resilient	R.13	lcl|c240403_g1_i1|m.27200	0
t2	resilient	R.21	lcl|c240403_g1_i1|m.27200	0
t2	resilient	R.26	lcl|c240403_g1_i1|m.27200	1
t2	resilient	R.66	lcl|c240403_g1_i1|m.27200	0
t2	resilient	R.74	lcl|c240403_g1_i1|m.27200	0
t2	susceptible	S.5	lcl|c240403_g1_i1|m.27200	0
t2	susceptible	S.55	lcl|c240403_g1_i1|m.27200	0
t2	susceptible	S.73	lcl|c240403_g1_i1|m.27200	1
t2	resilient	R.10	lcl|c228692_g3_i3|m.13558	0
t2	resilient	R.13	lcl|c228692_g3_i3|m.13558	0
t2	resilient	R.21	lcl|c228692_g3_i3|m.13558	0
t2	resilient	R.26	lcl|c228692_g3_i3|m.13558	0
t2	resilient	R.66	lcl|c228692_g3_i3|m.13558	0
t2	resilient	R.74	lcl|c228692_g3_i3|m.13558	1
t2	susceptible	S.5	lcl|c228692_g3_i3|m.13558	1
t2	susceptible	S.55	lcl|c228692_g3_i3|m.13558	0
t2	susceptible	S.73	lcl|c228692_g3_i3|m.13558	0
t2	resilient	R.10	lcl|c213783_g1_i1|m.3203	0
t2	resilient	R.13	lcl|c213783_g1_i1|m.3203	0
t2	resilient	R.21	lcl|c213783_g1_i1|m.3203	0
t2	resilient	R.26	lcl|c213783_g1_i1|m.3203	0
t2	resilient	R.66	lcl|c213783_g1_i1|m.3203	0
t2	resilient	R.74	lcl|c213783_g1_i1|m.3203	0
t2	susceptible	S.5	lcl|c213783_g1_i1|m.3203	0
t2	susceptible	S.55	lcl|c213783_g1_i1|m.3203	0
t2	susceptible	S.73	lcl|c213783_g1_i1|m.3203	1
t2	resilient	R.10	lcl|c221497_g1_i3|m.7678	1
t2	resilient	R.13	lcl|c221497_g1_i3|m.7678	0
t2	resilient	R.21	lcl|c221497_g1_i3|m.7678	0
t2	resilient	R.26	lcl|c221497_g1_i3|m.7678	0
t2	resilient	R.66	lcl|c221497_g1_i3|m.7678	0
t2	resilient	R.74	lcl|c221497_g1_i3|m.7678	0
t2	susceptible	S.5	lcl|c221497_g1_i3|m.7678	0
t2	susceptible	S.55	lcl|c221497_g1_i3|m.7678	0
t2	susceptible	S.73	lcl|c221497_g1_i3|m.7678	0
t2	resilient	R.10	lcl|c228056_g1_i4|m.13006	4
t2	resilient	R.13	lcl|c228056_g1_i4|m.13006	6
t2	resilient	R.21	lcl|c228056_g1_i4|m.13006	5
t2	resilient	R.26	lcl|c228056_g1_i4|m.13006	5
t2	resilient	R.66	lcl|c228056_g1_i4|m.13006	7
t2	resilient	R.74	lcl|c228056_g1_i4|m.13006	3
t2	susceptible	S.5	lcl|c228056_g1_i4|m.13006	3
t2	susceptible	S.55	lcl|c228056_g1_i4|m.13006	5
t2	susceptible	S.73	lcl|c228056_g1_i4|m.13006	6
t2	resilient	R.10	lcl|c219090_g4_i2|m.6185	6
t2	resilient	R.13	lcl|c219090_g4_i2|m.6185	6
t2	resilient	R.21	lcl|c219090_g4_i2|m.6185	8
t2	resilient	R.26	lcl|c219090_g4_i2|m.6185	8
t2	resilient	R.66	lcl|c219090_g4_i2|m.6185	7
t2	resilient	R.74	lcl|c219090_g4_i2|m.6185	1
t2	susceptible	S.5	lcl|c219090_g4_i2|m.6185	4
t2	susceptible	S.55	lcl|c219090_g4_i2|m.6185	3
t2	susceptible	S.73	lcl|c219090_g4_i2|m.6185	10
t2	resilient	R.10	lcl|c238457_g1_i1|m.24561	0
t2	resilient	R.13	lcl|c238457_g1_i1|m.24561	0
t2	resilient	R.21	lcl|c238457_g1_i1|m.24561	0
t2	resilient	R.26	lcl|c238457_g1_i1|m.24561	1
t2	resilient	R.66	lcl|c238457_g1_i1|m.24561	0
t2	resilient	R.74	lcl|c238457_g1_i1|m.24561	0
t2	susceptible	S.5	lcl|c238457_g1_i1|m.24561	1
t2	susceptible	S.55	lcl|c238457_g1_i1|m.24561	0
t2	susceptible	S.73	lcl|c238457_g1_i1|m.24561	0
t2	resilient	R.10	lcl|c224714_g2_i1|m.10079	0
t2	resilient	R.13	lcl|c224714_g2_i1|m.10079	0
t2	resilient	R.21	lcl|c224714_g2_i1|m.10079	1
t2	resilient	R.26	lcl|c224714_g2_i1|m.10079	1
t2	resilient	R.66	lcl|c224714_g2_i1|m.10079	0
t2	resilient	R.74	lcl|c224714_g2_i1|m.10079	0
t2	susceptible	S.5	lcl|c224714_g2_i1|m.10079	1
t2	susceptible	S.55	lcl|c224714_g2_i1|m.10079	0
t2	susceptible	S.73	lcl|c224714_g2_i1|m.10079	0
t2	resilient	R.10	lcl|c236464_g4_i2|m.22144	1
t2	resilient	R.13	lcl|c236464_g4_i2|m.22144	1
t2	resilient	R.21	lcl|c236464_g4_i2|m.22144	0
t2	resilient	R.26	lcl|c236464_g4_i2|m.22144	1
t2	resilient	R.66	lcl|c236464_g4_i2|m.22144	0
t2	resilient	R.74	lcl|c236464_g4_i2|m.22144	0
t2	susceptible	S.5	lcl|c236464_g4_i2|m.22144	1
t2	susceptible	S.55	lcl|c236464_g4_i2|m.22144	0
t2	susceptible	S.73	lcl|c236464_g4_i2|m.22144	0
t2	resilient	R.10	lcl|c216012_g1_i1|m.4352	0
t2	resilient	R.13	lcl|c216012_g1_i1|m.4352	0
t2	resilient	R.21	lcl|c216012_g1_i1|m.4352	0
t2	resilient	R.26	lcl|c216012_g1_i1|m.4352	0
t2	resilient	R.66	lcl|c216012_g1_i1|m.4352	1
t2	resilient	R.74	lcl|c216012_g1_i1|m.4352	0
t2	susceptible	S.5	lcl|c216012_g1_i1|m.4352	0
t2	susceptible	S.55	lcl|c216012_g1_i1|m.4352	0
t2	susceptible	S.73	lcl|c216012_g1_i1|m.4352	0
t2	resilient	R.10	lcl|c217203_g1_i3|m.5031	0
t2	resilient	R.13	lcl|c217203_g1_i3|m.5031	0
t2	resilient	R.21	lcl|c217203_g1_i3|m.5031	0
t2	resilient	R.26	lcl|c217203_g1_i3|m.5031	0
t2	resilient	R.66	lcl|c217203_g1_i3|m.5031	1
t2	resilient	R.74	lcl|c217203_g1_i3|m.5031	0
t2	susceptible	S.5	lcl|c217203_g1_i3|m.5031	0
t2	susceptible	S.55	lcl|c217203_g1_i3|m.5031	0
t2	susceptible	S.73	lcl|c217203_g1_i3|m.5031	0
t2	resilient	R.10	lcl|c223526_g1_i4|m.9192	0
t2	resilient	R.13	lcl|c223526_g1_i4|m.9192	1
t2	resilient	R.21	lcl|c223526_g1_i4|m.9192	0
t2	resilient	R.26	lcl|c223526_g1_i4|m.9192	0
t2	resilient	R.66	lcl|c223526_g1_i4|m.9192	0
t2	resilient	R.74	lcl|c223526_g1_i4|m.9192	0
t2	susceptible	S.5	lcl|c223526_g1_i4|m.9192	0
t2	susceptible	S.55	lcl|c223526_g1_i4|m.9192	0
t2	susceptible	S.73	lcl|c223526_g1_i4|m.9192	0
t2	resilient	R.10	lcl|c237457_g1_i3|m.23289	1
t2	resilient	R.13	lcl|c237457_g1_i3|m.23289	0
t2	resilient	R.21	lcl|c237457_g1_i3|m.23289	0
t2	resilient	R.26	lcl|c237457_g1_i3|m.23289	0
t2	resilient	R.66	lcl|c237457_g1_i3|m.23289	0
t2	resilient	R.74	lcl|c237457_g1_i3|m.23289	0
t2	susceptible	S.5	lcl|c237457_g1_i3|m.23289	0
t2	susceptible	S.55	lcl|c237457_g1_i3|m.23289	0
t2	susceptible	S.73	lcl|c237457_g1_i3|m.23289	0
t2	resilient	R.10	lcl|c211725_g14_i3|m.2532	0
t2	resilient	R.13	lcl|c211725_g14_i3|m.2532	0
t2	resilient	R.21	lcl|c211725_g14_i3|m.2532	0
t2	resilient	R.26	lcl|c211725_g14_i3|m.2532	0
t2	resilient	R.66	lcl|c211725_g14_i3|m.2532	0
t2	resilient	R.74	lcl|c211725_g14_i3|m.2532	1
t2	susceptible	S.5	lcl|c211725_g14_i3|m.2532	0
t2	susceptible	S.55	lcl|c211725_g14_i3|m.2532	1
t2	susceptible	S.73	lcl|c211725_g14_i3|m.2532	0
t2	resilient	R.10	lcl|c230489_g4_i1|m.15364	0
t2	resilient	R.13	lcl|c230489_g4_i1|m.15364	1
t2	resilient	R.21	lcl|c230489_g4_i1|m.15364	0
t2	resilient	R.26	lcl|c230489_g4_i1|m.15364	0
t2	resilient	R.66	lcl|c230489_g4_i1|m.15364	0
t2	resilient	R.74	lcl|c230489_g4_i1|m.15364	1
t2	susceptible	S.5	lcl|c230489_g4_i1|m.15364	0
t2	susceptible	S.55	lcl|c230489_g4_i1|m.15364	0
t2	susceptible	S.73	lcl|c230489_g4_i1|m.15364	0
t2	resilient	R.10	lcl|c221681_g4_i1|m.7792	0
t2	resilient	R.13	lcl|c221681_g4_i1|m.7792	0
t2	resilient	R.21	lcl|c221681_g4_i1|m.7792	0
t2	resilient	R.26	lcl|c221681_g4_i1|m.7792	0
t2	resilient	R.66	lcl|c221681_g4_i1|m.7792	1
t2	resilient	R.74	lcl|c221681_g4_i1|m.7792	0
t2	susceptible	S.5	lcl|c221681_g4_i1|m.7792	0
t2	susceptible	S.55	lcl|c221681_g4_i1|m.7792	0
t2	susceptible	S.73	lcl|c221681_g4_i1|m.7792	0
t2	resilient	R.10	lcl|c239962_g2_i3|m.26573	2
t2	resilient	R.13	lcl|c239962_g2_i3|m.26573	1
t2	resilient	R.21	lcl|c239962_g2_i3|m.26573	2
t2	resilient	R.26	lcl|c239962_g2_i3|m.26573	3
t2	resilient	R.66	lcl|c239962_g2_i3|m.26573	5
t2	resilient	R.74	lcl|c239962_g2_i3|m.26573	4
t2	susceptible	S.5	lcl|c239962_g2_i3|m.26573	1
t2	susceptible	S.55	lcl|c239962_g2_i3|m.26573	0
t2	susceptible	S.73	lcl|c239962_g2_i3|m.26573	6
t2	resilient	R.10	lcl|c221482_g1_i3|m.7664	4
t2	resilient	R.13	lcl|c221482_g1_i3|m.7664	5
t2	resilient	R.21	lcl|c221482_g1_i3|m.7664	3
t2	resilient	R.26	lcl|c221482_g1_i3|m.7664	5
t2	resilient	R.66	lcl|c221482_g1_i3|m.7664	3
t2	resilient	R.74	lcl|c221482_g1_i3|m.7664	4
t2	susceptible	S.5	lcl|c221482_g1_i3|m.7664	4
t2	susceptible	S.55	lcl|c221482_g1_i3|m.7664	1
t2	susceptible	S.73	lcl|c221482_g1_i3|m.7664	6
t2	resilient	R.10	lcl|c222555_g2_i4|m.8428	24
t2	resilient	R.13	lcl|c222555_g2_i4|m.8428	44
t2	resilient	R.21	lcl|c222555_g2_i4|m.8428	27
t2	resilient	R.26	lcl|c222555_g2_i4|m.8428	26
t2	resilient	R.66	lcl|c222555_g2_i4|m.8428	35
t2	resilient	R.74	lcl|c222555_g2_i4|m.8428	31
t2	susceptible	S.5	lcl|c222555_g2_i4|m.8428	26
t2	susceptible	S.55	lcl|c222555_g2_i4|m.8428	21
t2	susceptible	S.73	lcl|c222555_g2_i4|m.8428	39
t2	resilient	R.10	lcl|c241031_g1_i1|m.28098	7
t2	resilient	R.13	lcl|c241031_g1_i1|m.28098	6
t2	resilient	R.21	lcl|c241031_g1_i1|m.28098	17
t2	resilient	R.26	lcl|c241031_g1_i1|m.28098	10
t2	resilient	R.66	lcl|c241031_g1_i1|m.28098	9
t2	resilient	R.74	lcl|c241031_g1_i1|m.28098	33
t2	susceptible	S.5	lcl|c241031_g1_i1|m.28098	10
t2	susceptible	S.55	lcl|c241031_g1_i1|m.28098	14
t2	susceptible	S.73	lcl|c241031_g1_i1|m.28098	13
t2	resilient	R.10	lcl|c234833_g2_i3|m.20312	0
t2	resilient	R.13	lcl|c234833_g2_i3|m.20312	0
t2	resilient	R.21	lcl|c234833_g2_i3|m.20312	0
t2	resilient	R.26	lcl|c234833_g2_i3|m.20312	0
t2	resilient	R.66	lcl|c234833_g2_i3|m.20312	0
t2	resilient	R.74	lcl|c234833_g2_i3|m.20312	0
t2	susceptible	S.5	lcl|c234833_g2_i3|m.20312	0
t2	susceptible	S.55	lcl|c234833_g2_i3|m.20312	0
t2	susceptible	S.73	lcl|c234833_g2_i3|m.20312	1
t2	resilient	R.10	lcl|c224991_g1_i2|m.10284	1
t2	resilient	R.13	lcl|c224991_g1_i2|m.10284	0
t2	resilient	R.21	lcl|c224991_g1_i2|m.10284	1
t2	resilient	R.26	lcl|c224991_g1_i2|m.10284	0
t2	resilient	R.66	lcl|c224991_g1_i2|m.10284	0
t2	resilient	R.74	lcl|c224991_g1_i2|m.10284	1
t2	susceptible	S.5	lcl|c224991_g1_i2|m.10284	0
t2	susceptible	S.55	lcl|c224991_g1_i2|m.10284	0
t2	susceptible	S.73	lcl|c224991_g1_i2|m.10284	1
t2	resilient	R.10	lcl|c224698_g7_i8|m.10072	0
t2	resilient	R.13	lcl|c224698_g7_i8|m.10072	1
t2	resilient	R.21	lcl|c224698_g7_i8|m.10072	0
t2	resilient	R.26	lcl|c224698_g7_i8|m.10072	1
t2	resilient	R.66	lcl|c224698_g7_i8|m.10072	1
t2	resilient	R.74	lcl|c224698_g7_i8|m.10072	0
t2	susceptible	S.5	lcl|c224698_g7_i8|m.10072	0
t2	susceptible	S.55	lcl|c224698_g7_i8|m.10072	0
t2	susceptible	S.73	lcl|c224698_g7_i8|m.10072	0
t2	resilient	R.10	lcl|c211790_g1_i1|m.2546	0
t2	resilient	R.13	lcl|c211790_g1_i1|m.2546	0
t2	resilient	R.21	lcl|c211790_g1_i1|m.2546	0
t2	resilient	R.26	lcl|c211790_g1_i1|m.2546	0
t2	resilient	R.66	lcl|c211790_g1_i1|m.2546	0
t2	resilient	R.74	lcl|c211790_g1_i1|m.2546	0
t2	susceptible	S.5	lcl|c211790_g1_i1|m.2546	0
t2	susceptible	S.55	lcl|c211790_g1_i1|m.2546	0
t2	susceptible	S.73	lcl|c211790_g1_i1|m.2546	1
t2	resilient	R.10	lcl|c221077_g4_i2|m.7375	0
t2	resilient	R.13	lcl|c221077_g4_i2|m.7375	0
t2	resilient	R.21	lcl|c221077_g4_i2|m.7375	0
t2	resilient	R.26	lcl|c221077_g4_i2|m.7375	1
t2	resilient	R.66	lcl|c221077_g4_i2|m.7375	0
t2	resilient	R.74	lcl|c221077_g4_i2|m.7375	0
t2	susceptible	S.5	lcl|c221077_g4_i2|m.7375	1
t2	susceptible	S.55	lcl|c221077_g4_i2|m.7375	1
t2	susceptible	S.73	lcl|c221077_g4_i2|m.7375	0
t2	resilient	R.10	lcl|c239382_g3_i1|m.25708	0
t2	resilient	R.13	lcl|c239382_g3_i1|m.25708	0
t2	resilient	R.21	lcl|c239382_g3_i1|m.25708	0
t2	resilient	R.26	lcl|c239382_g3_i1|m.25708	0
t2	resilient	R.66	lcl|c239382_g3_i1|m.25708	1
t2	resilient	R.74	lcl|c239382_g3_i1|m.25708	0
t2	susceptible	S.5	lcl|c239382_g3_i1|m.25708	0
t2	susceptible	S.55	lcl|c239382_g3_i1|m.25708	0
t2	susceptible	S.73	lcl|c239382_g3_i1|m.25708	0
t2	resilient	R.10	lcl|c224057_g7_i5|m.9575	1
t2	resilient	R.13	lcl|c224057_g7_i5|m.9575	1
t2	resilient	R.21	lcl|c224057_g7_i5|m.9575	1
t2	resilient	R.26	lcl|c224057_g7_i5|m.9575	0
t2	resilient	R.66	lcl|c224057_g7_i5|m.9575	1
t2	resilient	R.74	lcl|c224057_g7_i5|m.9575	3
t2	susceptible	S.5	lcl|c224057_g7_i5|m.9575	0
t2	susceptible	S.55	lcl|c224057_g7_i5|m.9575	0
t2	susceptible	S.73	lcl|c224057_g7_i5|m.9575	2
t2	resilient	R.10	lcl|c230186_g5_i1|m.15032	1
t2	resilient	R.13	lcl|c230186_g5_i1|m.15032	2
t2	resilient	R.21	lcl|c230186_g5_i1|m.15032	2
t2	resilient	R.26	lcl|c230186_g5_i1|m.15032	1
t2	resilient	R.66	lcl|c230186_g5_i1|m.15032	1
t2	resilient	R.74	lcl|c230186_g5_i1|m.15032	0
t2	susceptible	S.5	lcl|c230186_g5_i1|m.15032	0
t2	susceptible	S.55	lcl|c230186_g5_i1|m.15032	1
t2	susceptible	S.73	lcl|c230186_g5_i1|m.15032	2
t2	resilient	R.10	lcl|c242146_g1_i10|m.29452	0
t2	resilient	R.13	lcl|c242146_g1_i10|m.29452	0
t2	resilient	R.21	lcl|c242146_g1_i10|m.29452	0
t2	resilient	R.26	lcl|c242146_g1_i10|m.29452	0
t2	resilient	R.66	lcl|c242146_g1_i10|m.29452	0
t2	resilient	R.74	lcl|c242146_g1_i10|m.29452	1
t2	susceptible	S.5	lcl|c242146_g1_i10|m.29452	0
t2	susceptible	S.55	lcl|c242146_g1_i10|m.29452	0
t2	susceptible	S.73	lcl|c242146_g1_i10|m.29452	0
t2	resilient	R.10	lcl|c224375_g5_i1|m.9769	0
t2	resilient	R.13	lcl|c224375_g5_i1|m.9769	0
t2	resilient	R.21	lcl|c224375_g5_i1|m.9769	0
t2	resilient	R.26	lcl|c224375_g5_i1|m.9769	0
t2	resilient	R.66	lcl|c224375_g5_i1|m.9769	0
t2	resilient	R.74	lcl|c224375_g5_i1|m.9769	0
t2	susceptible	S.5	lcl|c224375_g5_i1|m.9769	0
t2	susceptible	S.55	lcl|c224375_g5_i1|m.9769	0
t2	susceptible	S.73	lcl|c224375_g5_i1|m.9769	1
t2	resilient	R.10	lcl|c242396_g1_i2|m.29764	0
t2	resilient	R.13	lcl|c242396_g1_i2|m.29764	0
t2	resilient	R.21	lcl|c242396_g1_i2|m.29764	0
t2	resilient	R.26	lcl|c242396_g1_i2|m.29764	0
t2	resilient	R.66	lcl|c242396_g1_i2|m.29764	0
t2	resilient	R.74	lcl|c242396_g1_i2|m.29764	0
t2	susceptible	S.5	lcl|c242396_g1_i2|m.29764	1
t2	susceptible	S.55	lcl|c242396_g1_i2|m.29764	0
t2	susceptible	S.73	lcl|c242396_g1_i2|m.29764	0
t2	resilient	R.10	lcl|c226044_g1_i4|m.11149	0
t2	resilient	R.13	lcl|c226044_g1_i4|m.11149	1
t2	resilient	R.21	lcl|c226044_g1_i4|m.11149	0
t2	resilient	R.26	lcl|c226044_g1_i4|m.11149	0
t2	resilient	R.66	lcl|c226044_g1_i4|m.11149	0
t2	resilient	R.74	lcl|c226044_g1_i4|m.11149	0
t2	susceptible	S.5	lcl|c226044_g1_i4|m.11149	0
t2	susceptible	S.55	lcl|c226044_g1_i4|m.11149	1
t2	susceptible	S.73	lcl|c226044_g1_i4|m.11149	0
t2	resilient	R.10	lcl|c231826_g8_i1|m.16654	1
t2	resilient	R.13	lcl|c231826_g8_i1|m.16654	1
t2	resilient	R.21	lcl|c231826_g8_i1|m.16654	1
t2	resilient	R.26	lcl|c231826_g8_i1|m.16654	0
t2	resilient	R.66	lcl|c231826_g8_i1|m.16654	0
t2	resilient	R.74	lcl|c231826_g8_i1|m.16654	1
t2	susceptible	S.5	lcl|c231826_g8_i1|m.16654	0
t2	susceptible	S.55	lcl|c231826_g8_i1|m.16654	0
t2	susceptible	S.73	lcl|c231826_g8_i1|m.16654	0
t2	resilient	R.10	lcl|c214244_g2_i4|m.3420	0
t2	resilient	R.13	lcl|c214244_g2_i4|m.3420	0
t2	resilient	R.21	lcl|c214244_g2_i4|m.3420	1
t2	resilient	R.26	lcl|c214244_g2_i4|m.3420	1
t2	resilient	R.66	lcl|c214244_g2_i4|m.3420	0
t2	resilient	R.74	lcl|c214244_g2_i4|m.3420	0
t2	susceptible	S.5	lcl|c214244_g2_i4|m.3420	0
t2	susceptible	S.55	lcl|c214244_g2_i4|m.3420	0
t2	susceptible	S.73	lcl|c214244_g2_i4|m.3420	0
t2	resilient	R.10	lcl|c219067_g1_i1|m.6156	0
t2	resilient	R.13	lcl|c219067_g1_i1|m.6156	0
t2	resilient	R.21	lcl|c219067_g1_i1|m.6156	0
t2	resilient	R.26	lcl|c219067_g1_i1|m.6156	0
t2	resilient	R.66	lcl|c219067_g1_i1|m.6156	1
t2	resilient	R.74	lcl|c219067_g1_i1|m.6156	1
t2	susceptible	S.5	lcl|c219067_g1_i1|m.6156	0
t2	susceptible	S.55	lcl|c219067_g1_i1|m.6156	0
t2	susceptible	S.73	lcl|c219067_g1_i1|m.6156	0
t2	resilient	R.10	lcl|c229735_g7_i1|m.14573	8
t2	resilient	R.13	lcl|c229735_g7_i1|m.14573	8
t2	resilient	R.21	lcl|c229735_g7_i1|m.14573	3
t2	resilient	R.26	lcl|c229735_g7_i1|m.14573	4
t2	resilient	R.66	lcl|c229735_g7_i1|m.14573	13
t2	resilient	R.74	lcl|c229735_g7_i1|m.14573	7
t2	susceptible	S.5	lcl|c229735_g7_i1|m.14573	10
t2	susceptible	S.55	lcl|c229735_g7_i1|m.14573	5
t2	susceptible	S.73	lcl|c229735_g7_i1|m.14573	5
t2	resilient	R.10	lcl|c241916_g1_i1|m.29146	6
t2	resilient	R.13	lcl|c241916_g1_i1|m.29146	5
t2	resilient	R.21	lcl|c241916_g1_i1|m.29146	6
t2	resilient	R.26	lcl|c241916_g1_i1|m.29146	8
t2	resilient	R.66	lcl|c241916_g1_i1|m.29146	7
t2	resilient	R.74	lcl|c241916_g1_i1|m.29146	2
t2	susceptible	S.5	lcl|c241916_g1_i1|m.29146	5
t2	susceptible	S.55	lcl|c241916_g1_i1|m.29146	5
t2	susceptible	S.73	lcl|c241916_g1_i1|m.29146	6
t2	resilient	R.10	lcl|c228113_g1_i1|m.13052	5
t2	resilient	R.13	lcl|c228113_g1_i1|m.13052	7
t2	resilient	R.21	lcl|c228113_g1_i1|m.13052	6
t2	resilient	R.26	lcl|c228113_g1_i1|m.13052	4
t2	resilient	R.66	lcl|c228113_g1_i1|m.13052	5
t2	resilient	R.74	lcl|c228113_g1_i1|m.13052	9
t2	susceptible	S.5	lcl|c228113_g1_i1|m.13052	4
t2	susceptible	S.55	lcl|c228113_g1_i1|m.13052	8
t2	susceptible	S.73	lcl|c228113_g1_i1|m.13052	5
t2	resilient	R.10	lcl|c243393_g3_i1|m.30930	36
t2	resilient	R.13	lcl|c243393_g3_i1|m.30930	34
t2	resilient	R.21	lcl|c243393_g3_i1|m.30930	40
t2	resilient	R.26	lcl|c243393_g3_i1|m.30930	31
t2	resilient	R.66	lcl|c243393_g3_i1|m.30930	34
t2	resilient	R.74	lcl|c243393_g3_i1|m.30930	30
t2	susceptible	S.5	lcl|c243393_g3_i1|m.30930	28
t2	susceptible	S.55	lcl|c243393_g3_i1|m.30930	21
t2	susceptible	S.73	lcl|c243393_g3_i1|m.30930	45
t2	resilient	R.10	lcl|c230317_g6_i5|m.15162	0
t2	resilient	R.13	lcl|c230317_g6_i5|m.15162	0
t2	resilient	R.21	lcl|c230317_g6_i5|m.15162	1
t2	resilient	R.26	lcl|c230317_g6_i5|m.15162	0
t2	resilient	R.66	lcl|c230317_g6_i5|m.15162	0
t2	resilient	R.74	lcl|c230317_g6_i5|m.15162	0
t2	susceptible	S.5	lcl|c230317_g6_i5|m.15162	0
t2	susceptible	S.55	lcl|c230317_g6_i5|m.15162	0
t2	susceptible	S.73	lcl|c230317_g6_i5|m.15162	0
t2	resilient	R.10	lcl|c225009_g5_i8|m.10303	0
t2	resilient	R.13	lcl|c225009_g5_i8|m.10303	0
t2	resilient	R.21	lcl|c225009_g5_i8|m.10303	1
t2	resilient	R.26	lcl|c225009_g5_i8|m.10303	0
t2	resilient	R.66	lcl|c225009_g5_i8|m.10303	0
t2	resilient	R.74	lcl|c225009_g5_i8|m.10303	0
t2	susceptible	S.5	lcl|c225009_g5_i8|m.10303	1
t2	susceptible	S.55	lcl|c225009_g5_i8|m.10303	0
t2	susceptible	S.73	lcl|c225009_g5_i8|m.10303	0
t2	resilient	R.10	lcl|c230405_g2_i9|m.15259	0
t2	resilient	R.13	lcl|c230405_g2_i9|m.15259	1
t2	resilient	R.21	lcl|c230405_g2_i9|m.15259	0
t2	resilient	R.26	lcl|c230405_g2_i9|m.15259	0
t2	resilient	R.66	lcl|c230405_g2_i9|m.15259	0
t2	resilient	R.74	lcl|c230405_g2_i9|m.15259	1
t2	susceptible	S.5	lcl|c230405_g2_i9|m.15259	0
t2	susceptible	S.55	lcl|c230405_g2_i9|m.15259	1
t2	susceptible	S.73	lcl|c230405_g2_i9|m.15259	0
t2	resilient	R.10	lcl|c231996_g3_i1|m.16898	1
t2	resilient	R.13	lcl|c231996_g3_i1|m.16898	0
t2	resilient	R.21	lcl|c231996_g3_i1|m.16898	0
t2	resilient	R.26	lcl|c231996_g3_i1|m.16898	0
t2	resilient	R.66	lcl|c231996_g3_i1|m.16898	0
t2	resilient	R.74	lcl|c231996_g3_i1|m.16898	0
t2	susceptible	S.5	lcl|c231996_g3_i1|m.16898	0
t2	susceptible	S.55	lcl|c231996_g3_i1|m.16898	0
t2	susceptible	S.73	lcl|c231996_g3_i1|m.16898	0
t2	resilient	R.10	lcl|c197761_g2_i5|m.1017	0
t2	resilient	R.13	lcl|c197761_g2_i5|m.1017	0
t2	resilient	R.21	lcl|c197761_g2_i5|m.1017	0
t2	resilient	R.26	lcl|c197761_g2_i5|m.1017	0
t2	resilient	R.66	lcl|c197761_g2_i5|m.1017	0
t2	resilient	R.74	lcl|c197761_g2_i5|m.1017	0
t2	susceptible	S.5	lcl|c197761_g2_i5|m.1017	0
t2	susceptible	S.55	lcl|c197761_g2_i5|m.1017	0
t2	susceptible	S.73	lcl|c197761_g2_i5|m.1017	1
