Protein,Timepoint,R mean,R std,S mean,S std,Log2FC,SSMD
lcl|c219564_g8_i2|m.6456,T1,4.166666667,2.316606714,3,3.033150178,-0.4739311883,-0.3136788599
lcl|c238150_g1_i3|m.24168,T1,1,0.894427191,0.3333333333,0.5163977795,-1.584962501,-0.464994458
lcl|c188047_g2_i2|m.760,T1,2,1.264911064,1.5,1.048808848,-0.4150374993,-0.2624383704
lcl|c238814_g3_i2|m.24928,T1,1.666666667,1.032795559,1.333333333,0.5163977795,-0.3219280949,-0.2182682013
lcl|c212577_g5_i2|m.2769,T1,0.5,1.224744871,0,0,-2.321928095,-0.3194715521
lcl|c239816_g8_i1|m.26351,T1,9,3.346640106,6.5,2.664582519,-0.4694852833,-0.6731412876
lcl|c241874_g1_i11|m.29054,T1,3.666666667,1.632993162,2.666666667,1.366260102,-0.4594316186,-0.4413966658
lcl|c225753_g2_i5|m.10911,T1,1.833333333,1.471960144,1.166666667,1.169045194,-0.6520766966,-0.3211001702
lcl|c241874_g1_i1|m.29043,T1,1.166666667,0.7527726527,0.6666666667,0.5163977795,-0.8073549221,-0.3755884005
lcl|c240935_g4_i7|m.27965,T1,0.6666666667,1.032795559,0.3333333333,0.5163977795,-1,-0.2182682013
lcl|c217013_g4_i3|m.4901,T1,0.8333333333,1.169045194,0.1666666667,0.4082482905,-2.321928095,-0.4212364428
lcl|c225713_g4_i1|m.10853,T1,0.8333333333,0.9831920803,0.5,0.5477225575,-0.7369655942,-0.22141752
lcl|c228331_g1_i1|m.13257,T1,0.8333333333,0.9831920803,0.3333333333,0.5163977795,-1.321928095,-0.3345959656
lcl|c226084_g3_i2|m.11194,T1,6.666666667,2.250925735,4.833333333,1.602081979,-0.4639470998,-0.6895682333
lcl|c185883_g1_i2|m.712,T1,0.8333333333,0.9831920803,0.5,0.5477225575,-0.7369655942,-0.22141752
lcl|c239047_g3_i2|m.25233,T1,0.5,1.224744871,0,0,-2.321928095,-0.3194715521
lcl|c218696_g8_i2|m.5906,T1,15.33333333,13.47095641,10.66666667,14.52813363,-0.5235619561,-0.3024896189
lcl|c241466_g2_i10|m.28615,T1,20.5,12.95762324,15,6.723094526,-0.450661409,-0.6522008038
lcl|c219841_g6_i1|m.6610,T1,1,0.894427191,0.3333333333,0.5163977795,-1.584962501,-0.464994458
lcl|c217182_g4_i3|m.5021,T1,1.666666667,1.366260102,1.5,0.8366600265,-0.1520030934,-0.0899584986
lcl|c224260_g2_i3|m.9686,T1,1.833333333,1.329160136,1.333333333,1.032795559,-0.4594316186,-0.2590643343
lcl|c214067_g1_i1|m.3351,T1,0.8333333333,0.9831920803,0.5,0.5477225575,-0.7369655942,-0.22141752
lcl|c225334_g1_i2|m.10531,T1,0.6666666667,1.032795559,0.1666666667,0.4082482905,-2,-0.3346553954
lcl|c224106_g1_i3|m.9604,T1,0.6666666667,1.211060142,0.3333333333,0.5163977795,-1,-0.2032827604
lcl|c218820_g4_i2|m.5974,T1,0.8333333333,0.9831920803,0,0,-3.058893689,-0.5942710449
lcl|c231929_g5_i1|m.16788,T1,0.8333333333,0.9831920803,0,0,-3.058893689,-0.5942710449
lcl|c209565_g1_i2|m.1999,T1,22,13.9140217,16,8.246211251,-0.4594316186,-0.6129216188
lcl|c204986_g3_i2|m.1414,T1,5.666666667,2.250925735,4.166666667,2.316606714,-0.4436066515,-0.4774911067
lcl|c227928_g1_i2|m.12896,T1,3.666666667,1.505545305,2.666666667,1.211060142,-0.4594316186,-0.4725738931
lcl|c244264_g3_i1|m.31952,T1,0.6666666667,1.211060142,0.5,0.5477225575,-0.4150374993,-0.1010171459
lcl|c235384_g3_i4|m.20872,T1,1.666666667,1.505545305,1.5,1.224744871,-0.1520030934,-0.07847078087
lcl|c240488_g1_i6|m.27324,T1,1.833333333,0.7527726527,1.166666667,0.7527726527,-0.6520766966,-0.46311799
lcl|c240274_g5_i1|m.26994,T1,4.166666667,1.602081979,3,1.095445115,-0.4739311883,-0.5559235224
lcl|c241444_g1_i2|m.28576,T1,3,1.264911064,2.166666667,1.471960144,-0.4694852833,-0.3845316652
lcl|c229828_g3_i5|m.14665,T1,0.5,1.224744871,0.1666666667,0.4082482905,-1.584962501,-0.2060852421
lcl|c237191_g2_i5|m.23010,T1,7.5,1.516575089,5.5,2.167948339,-0.447458977,-0.7192034691
lcl|c218032_g1_i1|m.5496,T1,1,0.894427191,0.3333333333,0.5163977795,-1.584962501,-0.464994458
lcl|c234421_g4_i7|m.19822,T1,15.5,5.468089246,11.33333333,7.257180352,-0.4516959699,-0.5224569209
lcl|c230039_g1_i2|m.14881,T1,1.333333333,0.8164965809,1,0.632455532,-0.4150374993,-0.2337818475
lcl|c232676_g1_i2|m.17666,T1,1,0.894427191,0.6666666667,0.5163977795,-0.5849625007,-0.232497229
lcl|c235710_g2_i4|m.21244,T1,0.6666666667,1.211060142,0.5,0.5477225575,-0.4150374993,-0.1010171459
lcl|c235513_g2_i1|m.20994,T1,7.833333333,2.926886856,5.833333333,3.188521078,-0.4253058347,-0.4996809248
lcl|c229676_g1_i1|m.14524,T1,6.833333333,7.359800722,5.166666667,4.070217029,-0.4033556942,-0.2979695385
lcl|c228453_g2_i2|m.13342,T1,1.166666667,0.7527726527,0.6666666667,0.5163977795,-0.8073549221,-0.3755884005
lcl|c241824_g2_i8|m.28976,T1,0.8333333333,1.169045194,0.6666666667,0.5163977795,-0.3219280949,-0.1032678507
lcl|c239229_g3_i1|m.25467,T1,1,1.095445115,0.5,0.5477225575,-1,-0.3168054978
lcl|c242581_g1_i1|m.29984,T1,0.6666666667,1.032795559,0.3333333333,0.5163977795,-1,-0.2182682013
lcl|c236706_g2_i4|m.22417,T1,6,3.033150178,4.5,2.738612788,-0.4150374993,-0.4072494862
lcl|c211563_g8_i2|m.2460,T1,2.666666667,0.5163977795,1.833333333,1.471960144,-0.5405683814,-0.4658866441
lcl|c208317_g1_i1|m.1768,T1,55.66666667,11.60459679,41,13.85640646,-0.4411897871,-0.999772097
lcl|c210331_g2_i2|m.2158,T1,1.833333333,1.329160136,1.333333333,1.032795559,-0.4594316186,-0.2590643343
lcl|c240732_g2_i2|m.27675,T1,0.6666666667,1.211060142,0.5,0.5477225575,-0.4150374993,-0.1010171459
lcl|c238740_g1_i1|m.24872,T1,0.6666666667,1.211060142,0,0,-2.736965594,-0.4283619508
lcl|c232949_g3_i7|m.17939,T1,10.16666667,3.060501048,7.666666667,2.503331114,-0.4071753815,-0.710305564
lcl|c241854_g3_i2|m.29002,T1,2.5,1.516575089,1.833333333,1.169045194,-0.447458977,-0.3178274781
lcl|c223345_g3_i1|m.9044,T1,1.833333333,0.7527726527,1.333333333,0.5163977795,-0.4594316186,-0.3755884005
lcl|c229342_g3_i1|m.14174,T1,0.8333333333,0.9831920803,0.1666666667,0.4082482905,-2.321928095,-0.4564656893
lcl|c228700_g2_i5|m.13572,T1,1,0.894427191,0.3333333333,0.5163977795,-1.584962501,-0.464994458
lcl|c230386_g2_i1|m.15223,T1,4.5,2.880972058,3.5,2.42899156,-0.3625700794,-0.2928292951
lcl|c244515_g4_i1|m.32348,T1,1.833333333,1.722401424,1.166666667,0.9831920803,-0.6520766966,-0.3174074381
lcl|c228742_g3_i1|m.13609,T1,3.5,1.224744871,2.666666667,0.5163977795,-0.3923174228,-0.5056399345
lcl|c243632_g1_i1|m.31156,T1,10.5,2.50998008,7.833333333,2.857738033,-0.4226910718,-0.7343479287
lcl|c214720_g2_i1|m.3640,T1,1,0.894427191,0.1666666667,0.4082482905,-2.584962501,-0.595919376
lcl|c217198_g5_i5|m.5024,T1,1,0.894427191,0.6666666667,0.5163977795,-0.5849625007,-0.232497229
lcl|c226631_g6_i18|m.11657,T1,0.8333333333,1.169045194,0.3333333333,0.5163977795,-1.321928095,-0.309803552
lcl|c228525_g4_i3|m.13399,T1,5.333333333,2.732520204,3.833333333,2.316606714,-0.4764380439,-0.4557669255
lcl|c243541_g3_i2|m.31058,T1,1,1.095445115,0.6666666667,0.5163977795,-0.5849625007,-0.2126311826
lcl|c241174_g2_i10|m.28286,T1,6,1.095445115,4.5,1.516575089,-0.4150374993,-0.7078236008
lcl|c231326_g2_i1|m.16129,T1,2.666666667,1.966384161,1.666666667,1.966384161,-0.6780719051,-0.3580704061
lcl|c241220_g4_i2|m.28322,T1,1,1.095445115,0.3333333333,0.5163977795,-1.584962501,-0.4252623652
lcl|c30904_g1_i1|m.32491,T1,1.333333333,1.505545305,0.5,1.224744871,-1.415037499,-0.3923539044
lcl|c217780_g1_i2|m.5363,T1,0.6666666667,1.211060142,0.5,0.5477225575,-0.4150374993,-0.1010171459
lcl|c224057_g7_i5|m.9575,T1,1.333333333,0.8164965809,0.6666666667,0.8164965809,-1,-0.4396194935
lcl|c232274_g1_i4|m.17210,T1,6.833333333,5.419102017,5,3.577708764,-0.450661409,-0.377080606
lcl|c232684_g7_i4|m.17671,T1,5.5,2.167948339,4.166666667,2.639444386,-0.4005379296,-0.3965977644
lcl|c230360_g10_i5|m.15205,T1,3.5,2.588435821,2.666666667,2.065591118,-0.3923174228,-0.2711760814
lcl|c228471_g5_i1|m.13357,T1,0.5,1.224744871,0,0,-2.321928095,-0.3194715521
lcl|c233840_g3_i1|m.19060,T1,0.8333333333,0.9831920803,0.3333333333,0.5163977795,-1.321928095,-0.3345959656
lcl|c228325_g7_i1|m.13245,T1,1,1.264911064,0.8333333333,0.7527726527,-0.2630344058,-0.09471395964
lcl|c219842_g1_i1|m.6611,T1,0.8333333333,1.169045194,0.5,0.5477225575,-0.7369655942,-0.2052267225
lcl|c223654_g2_i3|m.9281,T1,0.6666666667,1.211060142,0.3333333333,0.5163977795,-1,-0.2032827604
lcl|c224456_g4_i3|m.9819,T1,0.8333333333,1.169045194,0.1666666667,0.4082482905,-2.321928095,-0.4212364428
lcl|c227136_g2_i8|m.12192,T1,6,4.242640687,4.666666667,3.265986324,-0.3625700794,-0.3046718006
lcl|c224583_g1_i1|m.9971,T1,1.333333333,1.032795559,0.5,0.8366600265,-1.415037499,-0.5011004215
lcl|c230829_g2_i5|m.15683,T1,1.666666667,0.5163977795,0.8333333333,1.169045194,-1,-0.5379746297
lcl|c230117_g1_i3|m.14970,T1,2.166666667,1.329160136,1.5,1.048808848,-0.5305147167,-0.3438839034
lcl|c235682_g1_i2|m.21209,T1,0.5,1.224744871,0,0,-2.321928095,-0.3194715521
lcl|c228554_g2_i1|m.13423,T1,0.6666666667,1.211060142,0,0,-2.736965594,-0.4283619508
lcl|c236445_g2_i1|m.22123,T1,1,1.264911064,0.6666666667,0.8164965809,-0.5849625007,-0.1864413127
lcl|c242618_g2_i5|m.30041,T1,0.6666666667,1.211060142,0,0,-2.736965594,-0.4283619508
lcl|c235627_g4_i5|m.21151,T1,1.333333333,0.5163977795,0.8333333333,0.4082482905,-0.6780719051,-0.4565377737
lcl|c226005_g4_i1|m.11126,T1,30.66666667,62.05374015,23.16666667,23.87816297,-0.4046208833,-0.2846398924
lcl|c240621_g3_i2|m.27488,T1,3.333333333,2.503331114,2.333333333,2.065591118,-0.5145731728,-0.328384136
lcl|c229563_g2_i2|m.14411,T1,1,0.894427191,0.5,0.5477225575,-1,-0.3459520605
lcl|c229298_g2_i1|m.14136,T1,21.83333333,8.612007122,16.5,2.588435821,-0.4040663815,-1.090389603
lcl|c236740_g1_i13|m.22464,T1,1,1.095445115,0.5,0.8366600265,-1,-0.2940723578
lcl|c231904_g1_i7|m.16777,T1,5.166666667,2.639444386,4,3.687817783,-0.3692338097,-0.2685088322
lcl|c222960_g2_i1|m.8750,T1,55.66666667,10.7827022,43.16666667,21.19827037,-0.3668960048,-0.5760111354
lcl|c223761_g4_i7|m.9360,T1,2.833333333,2.228601953,2.166666667,0.9831920803,-0.3870231231,-0.2862556597
lcl|c221101_g1_i4|m.7399,T1,0.6666666667,1.211060142,0.6666666667,0.5163977795,0,0
lcl|c232410_g1_i2|m.17346,T1,6.166666667,4.535048695,4.666666667,4.802776974,-0.4020984436,-0.2646002115
lcl|c224488_g1_i1|m.9847,T1,6.5,4.370354677,5,2.529822128,-0.3785116233,-0.3854944659
lcl|c229132_g1_i2|m.13984,T1,4.333333333,3.204163958,3.333333333,1.861898673,-0.3785116233,-0.318223001
lcl|c238919_g4_i6|m.25079,T1,37,23.63895091,28.66666667,18.6726181,-0.3681511116,-0.4187950686
lcl|c223247_g3_i6|m.8971,T1,6,3.847076812,4.666666667,2.658320272,-0.3625700794,-0.3470431608
lcl|c226303_g1_i2|m.11380,T1,1.5,0.5477225575,0.8333333333,0.7527726527,-0.8479969066,-0.5171048689
lcl|c235712_g3_i3|m.21245,T1,1.333333333,1.032795559,0.6666666667,0.8164965809,-1,-0.4033182786
lcl|c239566_g1_i3|m.25980,T1,0.6666666667,1.211060142,0,0,-2.736965594,-0.4283619508
lcl|c237440_g3_i2|m.23273,T1,4.5,1.643167673,3.5,2.167948339,-0.3625700794,-0.353855727
lcl|c240940_g2_i3|m.27971,T1,0.6666666667,1.032795559,0.1666666667,0.4082482905,-2,-0.3346553954
lcl|c223677_g1_i1|m.9303,T1,17.5,7.867655305,13.5,3.619392214,-0.3743955148,-0.7448994856
lcl|c244407_g1_i3|m.32143,T1,2.833333333,1.169045194,2.166666667,1.169045194,-0.3870231231,-0.3463609116
lcl|c225323_g2_i2|m.10522,T1,24.5,5.319774431,19,4.242640687,-0.3667823307,-1.027731347
lcl|c231601_g3_i1|m.16437,T1,2.166666667,0.7527726527,1.5,1.048808848,-0.5305147167,-0.4130089152
lcl|c236511_g2_i2|m.22191,T1,1.166666667,0.9831920803,0.5,0.8366600265,-1.222392421,-0.4082699171
lcl|c233502_g5_i2|m.18631,T1,1.5,1.224744871,1.166666667,0.7527726527,-0.3625700794,-0.1919339564
lcl|c212237_g2_i1|m.2659,T1,7.333333333,3.559026084,5.666666667,2.065591118,-0.3719687774,-0.4939552377
lcl|c238994_g2_i3|m.25167,T1,3.333333333,1.366260102,2.666666667,0.5163977795,-0.3219280949,-0.3849523523
lcl|c224026_g2_i1|m.9560,T1,0.8333333333,1.602081979,0.6666666667,0.8164965809,-0.3219280949,-0.08471233748
lcl|c232541_g3_i1|m.17498,T1,2,1.788854382,1.333333333,1.505545305,-0.5849625007,-0.2757653448
lcl|c222301_g1_i3|m.8235,T1,1.666666667,1.211060142,1.166666667,0.9831920803,-0.5145731728,-0.2716113232
lcl|c237207_g2_i2|m.23024,T1,1.166666667,0.7527726527,0.3333333333,0.5163977795,-1.807354922,-0.6259806676
lcl|c218183_g4_i3|m.5602,T1,1.166666667,1.602081979,0.6666666667,1.211060142,-0.8073549221,-0.231351833
lcl|c228746_g2_i5|m.13610,T1,3.666666667,2.160246899,2.833333333,2.041241452,-0.3719687774,-0.2860470987
lcl|c232046_g3_i8|m.16952,T1,79.5,38.52661418,62.33333333,34.09789827,-0.3509509961,-0.4875556447
lcl|c225844_g2_i3|m.10984,T1,4.833333333,8.035338616,3.833333333,5.52871293,-0.3344190391,-0.1464310228
lcl|c238164_g1_i1|m.24182,T1,2.166666667,1.834847859,1.666666667,1.505545305,-0.3785116233,-0.2052153308
lcl|c234891_g1_i3|m.20389,T1,1.333333333,1.211060142,1.166666667,0.9831920803,-0.1926450779,-0.09053710775
lcl|c222117_g4_i1|m.8104,T1,2.333333333,1.032795559,1.833333333,0.7527726527,-0.3479233034,-0.3081809538
lcl|c229808_g3_i3|m.14640,T1,1.166666667,1.169045194,0.6666666667,0.8164965809,-0.8073549221,-0.2884465325
lcl|c216467_g8_i1|m.4596,T1,3.333333333,4.366539438,2.333333333,4.412104562,-0.5145731728,-0.1883117439
lcl|c233953_g2_i7|m.19245,T1,0.6666666667,0.8164965809,0.3333333333,0.5163977795,-1,-0.2418470675
lcl|c242527_g2_i1|m.29909,T1,16.5,3.33166625,13,4.289522118,-0.3439544012,-0.6991150261
lcl|c221753_g3_i7|m.7844,T1,9.5,3.271085447,7.333333333,6.801960502,-0.3734583955,-0.2981527353
lcl|c241251_g1_i1|m.28362,T1,6.5,2.42899156,5.166666667,1.602081979,-0.3312059085,-0.4893287691
lcl|c231469_g3_i4|m.16290,T1,10.16666667,7.574078602,8,3.098386677,-0.3457748368,-0.435532601
lcl|c227129_g2_i15|m.12185,T1,14.83333333,3.970726214,11.83333333,4.070217029,-0.3259863115,-0.6059911249
lcl|c240357_g2_i2|m.27113,T1,1.166666667,1.602081979,1,0.894427191,-0.2223924213,-0.08328999261
lcl|c227537_g2_i4|m.12549,T1,1.166666667,1.329160136,1,0.894427191,-0.2223924213,-0.08962231224
lcl|c221999_g1_i4|m.8036,T1,1,1.264911064,1,0.632455532,0,0
lcl|c145576_g1_i1|m.265,T1,3.333333333,1.966384161,2.5,3.016620626,-0.4150374993,-0.2308343397
lcl|c240259_g4_i5|m.26974,T1,1.666666667,1.366260102,1,1.264911064,-0.7369655942,-0.3202863591
lcl|c218445_g1_i1|m.5788,T1,1.166666667,1.169045194,0.6666666667,0.8164965809,-0.8073549221,-0.2884465325
lcl|c227564_g2_i3|m.12583,T1,0.5,0.8366600265,0.1666666667,0.4082482905,-1.584962501,-0.2457374804
lcl|c198620_g1_i2|m.1049,T1,5.5,3.728270376,4.166666667,3.311595789,-0.4005379296,-0.3106390975
lcl|c232440_g3_i1|m.17372,T1,1.333333333,1.505545305,1,0.894427191,-0.4150374993,-0.1707474034
lcl|c224835_g5_i2|m.10167,T1,10.66666667,8.140434059,8.666666667,2.875181154,-0.2995602819,-0.4036696086
lcl|c233339_g2_i12|m.18429,T1,4,3.464101615,3,3.521363372,-0.4150374993,-0.2274595933
lcl|c244353_g1_i1|m.32081,T1,1,1.264911064,0.5,0.8366600265,-1,-0.2782151026
lcl|c207960_g1_i1|m.1712,T1,11.16666667,3.868677638,8.833333333,1.329160136,-0.3381687359,-0.7568730998
lcl|c227361_g2_i9|m.12363,T1,10.33333333,3.444802849,8.333333333,2.943920289,-0.3103401206,-0.5070808697
lcl|c228746_g3_i3|m.13615,T1,6.666666667,1.632993162,5.333333333,2.943920289,-0.3219280949,-0.3859848252
lcl|c238850_g2_i5|m.25002,T1,0.5,0.8366600265,0.3333333333,0.5163977795,-0.5849625007,-0.1196601027
lcl|c216621_g3_i1|m.4676,T1,67.83333333,37.93371412,54.33333333,20.37318499,-0.32015683,-0.6092873638
lcl|c226346_g1_i1|m.11426,T1,2.166666667,1.722401424,1.833333333,1.169045194,-0.2410080995,-0.1519637059
lcl|c234951_g1_i1|m.20443,T1,0.3333333333,0.8164965809,0.1666666667,0.4082482905,-1,-0.1242377388
lcl|c206859_g1_i1|m.1600,T1,14.66666667,11.16542282,11.66666667,11.12954027,-0.3301486017,-0.248113996
lcl|c225079_g1_i6|m.10351,T1,0.3333333333,0.8164965809,0.1666666667,0.4082482905,-1,-0.1242377388
lcl|c235743_g4_i1|m.21296,T1,12.33333333,6.683312552,10,5.621387729,-0.30256277,-0.3479618559
lcl|c228666_g1_i2|m.13507,T1,7.5,1.870828693,6,2.683281573,-0.3219280949,-0.4534711927
lcl|c236195_g4_i1|m.21828,T1,2.5,3.728270376,1.833333333,3.544949459,-0.447458977,-0.1489847848
lcl|c231440_g4_i2|m.16256,T1,3.666666667,1.366260102,3,1.414213562,-0.2895066172,-0.30645203
lcl|c164490_g1_i1|m.440,T1,18.83333333,3.816630276,15.16666667,5.706721184,-0.3123843222,-0.5783074632
lcl|c229705_g1_i1|m.14556,T1,0.5,0.8366600265,0.1666666667,0.4082482905,-1.584962501,-0.2457374804
lcl|c222899_g2_i4|m.8691,T1,7.166666667,2.639444386,5.833333333,3.656045222,-0.2969817378,-0.3087813588
lcl|c208387_g1_i1|m.1778,T1,0.8333333333,0.7527726527,0.6666666667,0.5163977795,-0.3219280949,-0.1251961335
lcl|c220629_g1_i1|m.7036,T1,0.5,0.8366600265,0.6666666667,0.5163977795,0.4150374993,0.1196601027
lcl|c228506_g1_i2|m.13379,T1,5.333333333,1.366260102,4.333333333,2.160246899,-0.2995602819,-0.3676275095
lcl|c223673_g1_i3|m.9293,T1,1.166666667,1.940790217,0.5,1.224744871,-1.222392421,-0.2873782019
lcl|c243458_g1_i2|m.30995,T1,0.3333333333,0.8164965809,0,0,-1.736965594,-0.26084743
lcl|c234934_g3_i3|m.20432,T1,86.33333333,21.48177522,70.16666667,11.40906073,-0.2991318646,-1.228666584
lcl|c241349_g1_i1|m.28471,T1,1.666666667,1.505545305,1.166666667,1.169045194,-0.5145731728,-0.23897043
lcl|c240245_g2_i2|m.26954,T1,1.333333333,1.032795559,0.8333333333,0.9831920803,-0.6780719051,-0.2871355362
lcl|c219632_g2_i1|m.6493,T1,0.3333333333,0.8164965809,0.5,0.5477225575,0.5849625007,0.119876372
lcl|c243020_g2_i5|m.30523,T1,0.5,0.8366600265,0.3333333333,0.5163977795,-0.5849625007,-0.1196601027
lcl|c223629_g2_i2|m.9260,T1,2.5,3.146426545,2,2.097617696,-0.3219280949,-0.1529055342
lcl|c216308_g10_i1|m.4522,T1,0.3333333333,0.8164965809,0.1666666667,0.4082482905,-1,-0.1242377388
lcl|c226739_g4_i2|m.11743,T1,1.5,1.048808848,1,0.894427191,-0.5849625007,-0.2937307821
lcl|c213147_g4_i1|m.2980,T1,5.166666667,2.926886856,4.166666667,1.940790217,-0.3103401206,-0.3224055608
lcl|c227720_g2_i2|m.12706,T1,3,2.28035085,2.5,0.8366600265,-0.2630344058,-0.2179958199
lcl|c241579_g2_i3|m.28729,T1,8,3.16227766,6.5,2.664582519,-0.2995602819,-0.4093938409
lcl|c230406_g3_i1|m.15260,T1,1.333333333,1.966384161,0.8333333333,1.329160136,-0.6780719051,-0.2094373346
lcl|c217585_g1_i2|m.5268,T1,1.833333333,0.9831920803,1.333333333,0.8164965809,-0.4594316186,-0.3081345402
lcl|c223200_g1_i1|m.8933,T1,0.6666666667,0.8164965809,0.1666666667,0.4082482905,-2,-0.3727132164
lcl|c179773_g1_i1|m.636,T1,0.6666666667,0.8164965809,0.1666666667,0.4082482905,-2,-0.3727132164
lcl|c239587_g1_i1|m.26015,T1,0.6666666667,0.8164965809,0.3333333333,0.5163977795,-1,-0.2418470675
lcl|c221860_g1_i2|m.7928,T1,0.3333333333,0.8164965809,0.3333333333,0.5163977795,0,0
lcl|c176630_g1_i1|m.578,T1,0.3333333333,0.8164965809,0.1666666667,0.4082482905,-1,-0.1242377388
lcl|c236087_g2_i1|m.21666,T1,18,8.366600265,14.66666667,9.223159256,-0.2954558835,-0.3303734507
lcl|c223611_g2_i2|m.9249,T1,0.5,0.8366600265,0.1666666667,0.4082482905,-1.584962501,-0.2457374804
lcl|c228700_g2_i1|m.13568,T1,0.5,0.8366600265,0.3333333333,0.5163977795,-0.5849625007,-0.1196601027
lcl|c238175_g2_i3|m.24204,T1,2.833333333,2.136976057,2.166666667,1.722401424,-0.3870231231,-0.2477541283
lcl|c237887_g2_i1|m.23860,T1,0.5,0.8366600265,0,0,-2.321928095,-0.3865275878
lcl|c228113_g1_i1|m.13052,T1,6.333333333,2.581988897,5.166666667,4.355073669,-0.2937312031,-0.2374992974
lcl|c225756_g1_i2|m.10914,T1,3.833333333,2.316606714,3,2.19089023,-0.3536369546,-0.2713244452
lcl|c231981_g4_i6|m.16864,T1,2,1.264911064,1.333333333,1.211060142,-0.5849625007,-0.3334797299
lcl|c220657_g1_i4|m.7075,T1,1.5,1.048808848,1,0.894427191,-0.5849625007,-0.2937307821
lcl|c231030_g9_i2|m.15907,T1,1,0.894427191,0.5,0.8366600265,-1,-0.3169350426
lcl|c226009_g3_i5|m.11131,T1,0.6666666667,0.8164965809,0.1666666667,0.4082482905,-2,-0.3727132164
lcl|c231732_g6_i1|m.16569,T1,0.6666666667,0.8164965809,0.3333333333,0.5163977795,-1,-0.2418470675
lcl|c232660_g2_i7|m.17650,T1,0.3333333333,0.8164965809,0,0,-1.736965594,-0.26084743
lcl|c239216_g2_i7|m.25448,T1,0.6666666667,0.8164965809,0.3333333333,0.5163977795,-1,-0.2418470675
lcl|c228728_g1_i4|m.13597,T1,2.833333333,1.602081979,2.166666667,2.562550813,-0.3870231231,-0.2132764968
lcl|c204019_g3_i1|m.1367,T1,0.5,0.8366600265,0.1666666667,0.4082482905,-1.584962501,-0.2457374804
lcl|c240699_g3_i15|m.27615,T1,1.5,1.048808848,0.6666666667,1.211060142,-1.169925001,-0.4414002566
lcl|c236333_g1_i1|m.22011,T1,0.3333333333,0.8164965809,0.3333333333,0.5163977795,0,0
lcl|c223960_g3_i7|m.9508,T1,0.3333333333,0.8164965809,0.1666666667,0.4082482905,-1,-0.1242377388
lcl|c225136_g5_i9|m.10397,T1,1,0.632455532,0.8333333333,0.4082482905,-0.2630344058,-0.1392968458
lcl|c231575_g5_i2|m.16426,T1,4.666666667,1.366260102,3.833333333,1.722401424,-0.283792966,-0.3490698226
lcl|c221649_g1_i1|m.7771,T1,0.5,0.8366600265,0.3333333333,0.5163977795,-0.5849625007,-0.1196601027
lcl|c231083_g2_i1|m.15952,T1,0.5,0.8366600265,0,0,-2.321928095,-0.3865275878
lcl|c232540_g2_i1|m.17495,T1,0.6666666667,0.8164965809,0.5,0.5477225575,-0.4150374993,-0.119876372
lcl|c232628_g4_i6|m.17623,T1,0.3333333333,0.8164965809,0,0,-1.736965594,-0.26084743
lcl|c214539_g3_i1|m.3522,T1,4,1.788854382,3.333333333,1.751190072,-0.2630344058,-0.2586316432
lcl|c226607_g5_i2|m.11621,T1,4,1.897366596,3.333333333,1.211060142,-0.2630344058,-0.290641808
lcl|c220807_g2_i1|m.7165,T1,1.666666667,1.032795559,1.333333333,0.8164965809,-0.3219280949,-0.2016591393
lcl|c241105_g3_i1|m.28176,T1,0.8333333333,0.7527726527,0.3333333333,0.5163977795,-1.321928095,-0.3755884005
lcl|c229109_g1_i2|m.13969,T1,3.833333333,1.834847859,3,2.097617696,-0.3536369546,-0.2933527571
lcl|c234687_g2_i2|m.20139,T1,3.833333333,2.316606714,3.333333333,1.861898673,-0.2016338612,-0.1756833926
lcl|c238920_g1_i5|m.25086,T1,0.5,0.8366600265,0,0,-2.321928095,-0.3865275878
lcl|c234177_g2_i1|m.19581,T1,0.3333333333,0.8164965809,0.1666666667,0.4082482905,-1,-0.1242377388
lcl|c241874_g1_i11|m.29053,T1,74.66666667,11.99444316,61.83333333,12.35178799,-0.2720795454,-0.9658257591
lcl|c227856_g7_i5|m.12838,T1,2.833333333,1.471960144,2.333333333,1.366260102,-0.2801079192,-0.2279664676
lcl|c243234_g1_i2|m.30739,T1,0.5,0.8366600265,0,0,-2.321928095,-0.3865275878
lcl|c230124_g3_i6|m.14973,T1,17.16666667,6.242328625,14.33333333,3.881580434,-0.2602357725,-0.5397919886
